"bootstrap1","bootstrap2","bootstrap3","bootstrap4","bootstrap5"
165.654638165571,145.748412396749,155.112878225184,149.256369885621,157.750244831709
118.515131580441,135.354772212159,169.633919402149,141.057633813572,154.861015378625
172.285224236097,144.808906543669,165.654046125266,172.585021910745,168.932190672627
194.712040659552,143.336042182517,164.74562745644,163.443584765244,159.435328643557
190.86983774911,119.837757153004,180.36789930975,176.918754560592,145.678346809638
163.703603282824,136.927378813755,200.952722765607,172.003576453848,199.477287485783
177.526239894267,131.790210229417,180.090311954134,172.29646778333,194.677792535091
197.601615514374,169.418261396608,191.659753780965,160.572429164308,175.178451992421
153.920230723448,128.606745140331,159.550401257789,169.044780918282,155.608172524626
215.984421857862,167.74770493752,161.065005223595,171.012558335929,225.53883844573
158.30315645771,156.103372551764,176.426034865563,145.208860287311,133.806461321499
198.183321002942,155.734228553047,186.212341190202,156.786694686378,143.635820200002
178.924892440491,106.159143105725,154.892550727575,116.882464547996,168.128298826464
167.292905337401,118.860099318582,211.618100706883,182.590525762242,149.497516928983
195.125678286584,166.260926305663,155.304673345323,155.099027451827,181.639701265594
206.343697246064,141.498824590988,200.565278343254,130.589531210342,163.391007345674
145.146701756873,144.298664386539,159.387568639073,151.998289525199,114.37448857941
218.893646297217,134.813899806171,232.487794327547,147.549542845168,142.038638578248
156.670825775422,142.095043349478,160.403797513723,138.146241282075,155.377700920639
139.085126556625,132.101298862625,190.003480239318,115.651420064437,154.098528326973
193.349789611667,149.156315521968,201.867921735508,131.218437396854,159.694340778254
193.044740040694,128.273555037136,148.377047599354,137.956989273657,158.506937768164
165.964383261663,129.53414328148,188.854848902678,145.119145893602,203.094187493889
148.44915895824,160.661546877535,159.069956938906,126.698873495307,188.962266019071
159.023397918294,150.507812236875,173.670015685636,153.698470920598,180.2441275941
162.754542009622,115.29112519337,182.697208577079,193.870326985474,171.363566734066
185.151639305575,109.854751749024,173.960372711959,151.913900640568,169.64885816046
195.864863180844,102.26894115205,200.06943855517,146.301588206753,133.041229169195
183.196711873912,125.531011586746,202.880888125324,175.308970255653,180.559343365991
174.585531808179,153.65326871856,143.562121851728,135.296732289607,188.450293728594
152.63135079556,133.975892883478,159.383587661706,127.918339149071,202.891411984509
170.923896834273,114.912773988427,165.121284958835,121.345962458309,150.510957289049
175.075958970489,103.512555069863,151.708369212915,194.572208851762,154.690768374723
144.895933881683,122.263424017502,126.201210736908,170.754287502694,168.453279161042
153.287748423685,155.314635780304,182.868505384367,130.103038706963,190.874563386319
178.966529833059,119.265645943501,155.095437757855,155.156266737903,112.724034099054
172.596329285377,136.770273379271,165.423955701232,160.035070034544,160.927484646302
169.491662840477,97.5096426247844,140.026144503208,152.274202897084,170.623409118715
167.830734660925,110.027751429518,187.880479039909,126.706827649351,128.586585025851
189.169433195298,116.177832151826,154.641057214311,164.522462149363,172.442257721674
176.393419952053,205.124929806163,204.132086735805,176.403644619354,162.180795684543
180.15663877085,135.0426364424,210.454227860438,145.156125284795,170.130824900986
179.316693965065,135.377656415324,169.646337533687,130.382076194295,172.089266582109
216.221117113095,105.834781938756,212.86091904296,185.007645430429,162.503252053461
149.514586132001,131.207640397014,175.719559156057,135.920947233806,157.180190499044
183.410592248027,123.446671498089,175.933536542166,178.151394293333,166.056813116564
172.113685757318,162.131597809614,160.007466645814,124.47387643708,147.804779030234
168.194094508643,154.700201200155,181.172489804172,169.728740850903,142.433229119687
154.157113168248,127.465476007543,142.203176357459,211.233216290052,122.807441649794
169.490668116078,117.575948957289,181.553476427781,145.407704847074,170.135225557482
171.035605693614,120.93700104452,187.181363720388,140.599953706556,185.110695811555
194.543183595237,153.530018393084,184.12224799407,185.345909791302,154.059634559376
164.669559191051,147.661255189432,168.527910136031,163.698350394958,173.705527521878
161.805422431338,128.909315050388,216.049644258809,157.666857296403,144.081414653926
165.690820785395,143.113667425825,180.881016636193,120.519523686765,183.692275399696
156.669358669815,115.980358048347,140.883711962032,166.840670524659,175.897303377205
150.512756479169,127.78342286984,153.631118199004,201.36925663514,175.721673369488
162.616050227004,139.285448212912,215.856784947461,148.47903892159,128.703698866241
163.717932516709,147.224851745683,190.377769902266,146.530619845411,175.212252460132
176.360090644932,142.556293656517,148.51009658759,121.174043372363,156.167954437105
188.92159474535,127.145273804417,161.181751730677,167.289880990261,172.941677769416
175.985125477124,142.311129886946,178.107796522076,145.1485688127,146.322160342816
170.508302099241,150.989974438813,171.318346947836,158.06987200341,161.480313732929
198.532033042106,186.825850214316,174.435393142104,156.905707439084,163.553212381806
144.001919193282,114.303902400234,157.540104018435,113.052687536222,161.255559318536
203.16603053804,117.477920503956,157.943929208368,129.940902317578,157.089804880722
186.13393583065,139.791117160924,182.262143913912,141.293540742454,177.865569098617
190.375921234415,137.266458065796,144.260156907279,182.300730583025,151.620708417455
153.736066998541,127.108262782432,167.009579919897,146.283913071013,196.390520128918
180.729660498018,121.362206570003,179.045530325405,175.738281409418,173.976942753152
135.099022944277,130.643104318946,195.11736828515,152.797781900585,158.683456108853
165.280229077625,180.374280611642,194.442326262845,136.758821506493,171.285590940941
128.085562400654,143.705757984907,139.356305274564,125.970769002116,210.79441821464
187.096857645507,113.588528315598,171.13753846624,153.586458350475,185.621473492389
156.112438492649,98.280158765739,135.183122294319,110.185725529769,138.285946322412
230.60560913231,124.361193879643,178.710425724191,159.113659610691,155.538025004883
157.797048084154,135.076861201238,205.661546773653,150.138089343524,178.730063768014
143.661789677542,112.894244177884,189.564493319651,137.113809464591,158.49844857
168.955283651849,112.369219420451,206.137939142,151.192821485461,161.192585998685
191.508917939306,129.318442623277,179.30128708859,200.052855315193,140.298856610611
187.299024864873,122.768305814756,162.881750694983,152.392275094104,143.576532935092
174.977162002946,140.439943300235,188.524116937316,166.521300632247,185.769750184591
159.068086638698,145.924984027264,147.347820434812,110.355218192905,148.532332068745
150.182813494114,170.982094252195,196.514850999357,162.753729174933,167.590660621051
187.813197812253,149.630334418319,185.263958446783,161.518335522163,164.514113306964
173.428700194253,150.450562895003,137.246105924332,144.612868537311,156.463737012065
169.116472287637,158.519969342558,177.135761593041,159.235363840216,184.674902957062
185.698702491137,168.004731997518,191.615690276633,121.674654312765,156.50497664262
182.018138895134,139.416881929186,191.777142412396,132.859656182435,155.858870632019
198.042269393931,126.135481065971,187.542600592605,164.077238663129,171.037125542216
183.417602355219,142.492161439848,183.920730099274,157.308391993325,201.821176491722
177.515710975195,132.204028347969,187.124330038705,156.03958388853,140.845917209875
178.063290882849,153.525981819511,201.085203197648,160.49477451285,160.856856774885
125.891395090442,119.100425176424,154.530168649688,148.407121354201,126.735044343636
125.855093880939,156.199437243065,169.025696784058,142.822967097863,173.343162680565
175.495655790255,96.6911179943729,203.552550583922,165.228665660024,148.003454367777
193.590504674468,155.831464592905,193.660047103871,144.177826566444,191.426908498962
173.63022107514,133.03992081062,195.998128299697,161.14279547109,193.172242358178
171.364790138565,121.607595091252,174.913960663045,137.511566996119,197.507680267627
218.193251787722,104.462794168895,264.306827981318,157.236054764143,165.630690969282
165.550412458301,134.063034301858,174.006570283363,154.689102853463,148.9912481234
183.645604099076,139.579753401387,168.837502943267,139.977658499172,208.93911278621
171.138429042783,150.743854003545,199.651611776277,130.422452597638,157.767017001942
183.779916078289,103.547426627466,197.5396753621,125.700632655125,166.690938403975
157.87996889991,164.968707432861,161.541999428942,120.624601795619,164.410100428395
144.669287922163,140.568584556248,152.517212901674,198.057066003769,180.565857486608
165.460630700575,157.326145446739,190.896093043217,160.189138964184,163.594611304941
144.957366920804,133.598041870327,190.853411653787,125.470355232317,161.453091166344
165.853113255294,133.60626479185,190.538154851797,195.781850627121,162.165895886613
164.795430875284,116.788861015117,153.271383825065,166.887520298304,158.721592522626
155.680847716677,113.430933623753,180.852401196231,157.906961559223,144.343571624013
138.211470298347,143.397119935351,149.799758914542,122.267758548689,205.821281497188
188.147384586148,154.089102813401,209.607755954657,166.829974067914,184.119758114786
194.258247252821,125.919868907612,139.695990207129,152.473682833196,162.018347570351
209.231929450621,127.897633775409,224.641179127805,136.305424943037,148.858438304499
161.033862277897,155.519244358976,203.270843212219,150.9814708384,139.870563758039
139.828369443314,131.359961266561,196.950880165727,139.418021104665,185.361496017205
161.144701177641,106.924407656684,176.032127901519,132.689343753246,147.757065854354
146.824698418836,147.07086541315,155.931701988585,138.643931909521,157.627466505787
164.806462882167,126.830854600196,175.31066076828,152.803686043872,144.889849468157
153.771666464386,133.70503043541,151.185740669603,134.271288437262,177.786299885819
173.292146965095,133.372263912325,196.179345157612,165.469888750728,155.87356635232
214.322776976739,122.749895783765,175.893151180135,160.550791797882,161.012518507538
163.952625063162,156.394656227245,150.136855697669,125.491085800421,198.438866700559
150.002547369313,111.846042345511,193.376656182756,193.414852297414,209.009662929967
159.870069186169,130.669115280135,182.262639464604,146.868964051062,159.846956304954
199.908824025195,153.669883274479,143.070385199163,159.13087779717,146.97100263327
141.409138082597,126.489683954447,188.875480842618,141.562737629058,135.794770244279
169.610010491326,144.982637193468,234.242668075796,168.238089924453,165.035245226074
132.163169160498,172.833991021467,175.20042368842,163.013636411596,157.819032760779
210.941593596605,88.3079982671809,219.991726013925,147.288458775486,179.444286925877
193.377879119329,160.125311633929,200.322590548078,120.090262804122,188.777450032243
164.025201929088,134.820358343318,184.706196497239,157.136690699836,146.306596920768
176.454398067433,118.962410004345,165.516002609932,161.195585053422,183.355498632215
185.835421533689,132.178348109799,169.419243173758,129.33424312481,175.279630164887
181.137320533576,112.558312758655,198.62542211234,172.891700425315,194.557950933062
173.987934763728,124.687376659867,211.640243830606,124.592378857805,175.590049620753
177.560141526273,160.421140894313,179.011089449795,140.882293698035,217.293874772164
169.405155530091,125.392576526627,157.025382665962,173.472241582152,170.515913916094
147.692146210773,140.829339504612,192.567065791976,131.44110311152,160.227266750191
182.059015485192,140.082647761473,174.642149599086,164.511705950905,179.555761657183
187.834886681189,117.680597039286,210.301747765003,149.609174411363,184.063742654112
145.406806139914,114.881127444525,206.07072467228,179.121083274103,181.694381132192
153.268085421331,138.70950165223,193.054853827497,150.245475613365,144.101823639904
167.0126840242,120.991611270735,150.217546744976,189.716258866811,189.601159810917
175.049846394971,135.903845376985,157.49040628629,194.636842484827,153.126729695723
182.274788389646,112.303975150575,126.148030413577,129.442791385302,124.126457696959
151.07544637898,140.068530784149,171.014110122602,160.588572928336,135.690693489267
148.283394401878,134.367160293453,177.683953690822,176.963504588314,184.714879556963
193.980105069492,137.500795963849,180.20617293762,189.460608304818,160.736951994085
176.170159457686,114.103565859404,188.26119436411,141.852947802412,188.435954568002
168.0643742924,113.204446073958,189.791323265073,140.151936176837,187.797562427965
170.839550449565,158.265854488717,223.794204847029,142.303191110278,190.268520853363
170.107262145062,129.639152979098,179.016931824707,146.45751425742,157.095366841425
193.692289365197,138.366016659072,187.270234293249,137.837411615348,177.977614644521
176.71937620656,132.956983275468,199.276501515444,151.479474061589,181.716702262654
161.976628554121,149.862288043889,164.163258901611,149.111311119132,155.946145659804
188.776706515321,138.316225064664,156.185186476846,142.549837564057,167.571376193476
171.175498041706,175.744668954804,172.387091511607,120.599243987834,148.303422624902
186.752932365244,122.098461435085,162.001695777522,155.154204005235,166.755478640434
166.082860988662,122.322706182752,206.474967227356,125.218322519983,144.692988800094
172.003806769884,128.938617181106,185.953195192091,148.345985634876,158.776422605003
165.004958630317,150.503589114073,206.88491387509,189.641346660404,192.347182281256
171.936471675594,127.74966721107,176.102388105597,131.934839774786,180.003563878023
152.930378457835,152.841097178765,160.015574641243,143.764107993283,195.45976608067
162.688426825102,153.436654762885,157.906192356453,164.088657029771,143.654425106356
143.696072718173,140.831992512229,134.60875218328,144.717841616846,186.042664915096
176.144553192374,102.487101286109,201.346463054543,146.460820671469,164.414564171042
187.339948559858,108.666361068292,145.717999532515,149.75105730595,159.009386080899
192.048036273309,136.630949857263,188.346725317506,159.581266678344,161.584275598176
166.177326409234,152.133539226856,185.850081083813,170.626622816142,161.634131292997
177.915106966343,182.76151874416,165.642612668205,180.45947009131,185.327887631913
155.304129301466,117.996210179031,213.035659639823,176.518222518482,167.550992016549
173.681967474024,150.187714978493,156.431677161215,129.291009758228,175.836303175744
154.767186912227,108.97876724287,146.006702108961,133.799692697992,184.831851510219
169.369762629894,146.71315955588,202.591383135292,146.52024448945,161.354943815857
205.162951525761,157.202199367706,174.572020921821,157.738822204316,149.316112479956
198.529417425765,119.071898493661,169.240474886192,141.685890373394,142.88820486562
168.156153521078,137.324413893502,180.198771941379,139.814450884941,192.367141654698
138.274477300147,135.531345737244,190.161074489476,139.185296869476,166.588292410142
163.280278516194,134.460782535544,194.866504836551,136.553348241871,208.714289384174
174.843432528202,122.258395544034,174.426204960891,170.081615099886,189.216731118465
172.775388233544,141.325220196767,185.833682097557,109.355023957545,123.069730346012
161.838007211228,121.735360439919,184.048302878531,158.412791937999,166.94163721358
190.712065664912,133.461128132884,210.397938782937,167.305866177977,183.124354099902
170.720257048726,131.260329962805,188.412300610488,159.230954153058,176.114842863963
177.712470800602,137.005032850658,160.623400398151,110.634507271999,125.606076965691
195.477309260981,145.172928362973,192.588857386843,188.291547590283,154.705693838076
167.196035839578,137.008004492275,180.930054513501,157.619934703235,138.640409042549
169.055534149444,115.197231180917,114.334314702644,145.407941271748,169.910024422355
140.152584125544,161.471131852673,185.297214566116,149.639006342129,163.336802146733
168.332480370871,125.670629072802,179.556492884067,160.419203363991,166.004188350379
167.931748780511,115.359394632977,159.074905508216,149.375132441144,141.94861339284
132.850313000773,153.098064359185,188.934384111517,150.476942953197,126.727795814666
174.068190449607,128.68972825174,168.812932593851,200.154948218388,176.82936740762
210.97959818904,141.567003222269,119.607113298366,147.918909557045,146.641292179572
167.720182713961,143.909385996678,186.146951089842,128.271921522339,147.24148161155
130.577796612677,135.766634774634,161.66513804789,140.891112859068,151.612071548319
177.377341730774,152.802663336877,188.324101272092,161.720241823906,158.85749283157
198.228324993476,156.120882139318,184.897849034588,125.407209031675,162.538527693953
159.821804800036,138.634374499512,196.966613205669,154.491915002898,164.371018937231
184.682803993051,144.614369299235,149.883572155679,124.489705754459,152.05925272459
201.717708427155,131.554382729687,163.510254627054,127.828721987346,163.880223792032
219.071001438929,120.998836627465,194.499633735481,127.079160754149,140.789547618749
166.107485842194,114.550294849776,207.928294233441,183.443447671218,182.640648878261
178.158047942872,162.174879742999,127.335636803615,162.787544836194,152.852392275238
147.513414438393,104.880900139524,170.445097148619,168.382415285191,166.51234056061
172.363258199941,168.824902693164,179.131111427504,161.354681336532,136.856854836404
160.583842157499,148.833200400867,186.330188679239,129.472594440048,174.103326472291
157.155959533666,173.436271836238,183.20676878456,151.251161401025,126.347761978104
156.179845608187,130.402298871672,167.057195572661,127.063962761515,182.426599685292
185.441130514172,173.379561460081,172.053615065073,158.973172228124,167.303421407106
184.393261134522,145.276058851529,192.119064992994,141.210351484331,181.932371208683
152.406411449566,148.727736081541,152.480120201509,180.63605321132,172.118476116244
166.951063924411,120.944931623627,174.399928218861,134.162732651795,163.30462807988
171.635207407449,143.434515092851,162.920261931613,134.081248389942,136.66462238705
220.685595174366,166.349063549528,184.906181658605,152.648678420689,177.819757909545
139.542085340766,144.388893491165,166.438704600413,135.436540261297,158.297457264494
170.883094628161,141.228152216217,153.564497423757,125.722897731187,165.305288229205
166.536988803237,173.62510381366,154.184767524274,136.074764612334,167.797101023122
201.525503447389,128.422023500373,175.195929660187,158.89536859066,155.331788779927
195.380713508087,142.822529542829,177.910734508696,166.986188710874,160.415682560466
196.795541779147,151.596329463988,179.083718324271,145.458709239904,140.00580218869
178.932337843745,123.830897544546,184.619103744558,111.603544520823,160.752721077544
167.391800775128,114.351986425611,161.249228524922,126.717882093954,180.216794535498
175.021072958827,118.188992494938,170.036766569448,123.336990571664,155.591439749307
187.887666848116,143.844931870582,203.265260852074,165.002710446193,155.147079965896
178.782086054858,138.543965227224,127.426693384147,160.07498386525,122.21117084335
171.645021512622,162.021669414024,189.560922300552,132.176371745352,161.316518213194
180.663780252979,115.38271638996,188.926338017292,161.063047951175,134.012404220512
146.75775274752,114.813206031179,164.946175948958,177.62650334917,163.470107362764
189.132624019997,132.639629689429,174.94483241557,171.338575777674,157.712841089938
155.324028068068,118.51265243168,163.281454985014,197.184012450971,151.711133967744
163.360100257214,142.604831969446,176.138201704003,177.007828116728,164.319609225872
195.270872792256,143.248627028009,173.588001705421,141.928423422219,173.776422228287
160.787496766328,165.428978480092,185.823875811949,173.167062967328,182.457387371688
162.690119381336,167.272717404328,159.325763055467,174.348513411616,186.504555827292
186.739029581422,166.770809551497,177.206823863461,132.188923712018,182.344887253358
170.596389157453,159.893116042948,153.688090223346,177.287673289875,161.829042944294
161.134911069546,122.551140868657,211.52582505631,141.112732823491,111.1858988387
202.012355157423,139.582533572845,172.879052576411,174.580120899888,150.577554440192
160.281960121222,145.049191092561,152.065295086584,154.630983447125,167.205473481913
156.709046139418,82.0237533279709,178.189347534226,154.909086556026,160.366963741812
177.570726207701,139.747044748315,172.239222914152,149.734676310012,191.41009697556
181.03068829592,142.779304045622,163.072069844079,174.674333222344,156.145707264448
207.297356188979,172.187537777007,183.169974910782,169.570690031342,176.742531642866
147.079103120209,144.007737689208,182.213056892352,135.463120529743,191.066227949041
182.105613933277,133.929823578795,163.21429195951,163.257236105346,177.263206182593
157.516954526369,141.377549023975,223.037301616979,167.113753270459,171.80088348252
169.382948481446,118.086301457359,186.677007913538,158.203081174012,158.246810190142
181.273997399307,154.983310430085,166.716976219121,161.771296095086,135.928340884195
123.763762576768,160.99012721903,157.793461275625,122.354505820469,161.63388573316
200.795435819741,96.070007295588,171.113921815393,115.798766510805,198.415720788074
175.999043451697,135.874004452812,133.680692233254,149.72765271639,129.403059414593
188.52066909304,93.986601345107,165.012712198599,147.856574132914,163.332575486286
226.531591513595,118.177653430429,167.624091238692,125.765326911372,180.088354349233
205.302423168932,163.345921164683,151.632799447776,148.995677643157,136.693810287101
197.871420860379,178.741454454927,134.444305889398,164.430867393936,211.755948441328
191.936791327524,164.515062066611,195.189436272795,167.753022121807,146.381410950645
187.775974189106,157.901214812052,160.329512361827,138.045181003083,207.652076859484
200.808999491863,143.361485781792,160.89825874582,148.3259566859,185.05341105862
187.244951082093,92.0472947135948,198.993511221403,134.589368508537,165.917989418668
180.514257135827,170.965429503032,196.922783838068,141.110440098875,116.163783213746
191.788149478869,119.499937159864,163.090194333856,161.493848434476,169.925518094903
182.933531755813,109.723826974491,200.035996835528,136.340743706578,162.883606162397
172.232146727164,190.438956432715,160.362685452437,151.379807746702,180.00161044729
186.801918148034,128.394469222262,155.070470311611,160.629631049795,162.029109375591
158.539691902401,119.864063870248,205.968097719568,171.865419030133,197.525154860774
165.275171832976,143.915515784991,177.970102008183,158.345706057555,177.127353371581
173.203779063683,140.145437978557,202.446548736558,141.740276416078,221.426093938246
154.936106641189,116.924171360908,128.564730647298,112.630777279973,182.071505468312
209.35850758844,112.162348833086,138.77657355432,117.849573763872,133.488249901509
176.098555854563,151.705668391559,155.025711781492,209.249083311306,201.001654931757
195.166165837241,139.156281059925,198.750856013369,173.517284461718,159.347765487786
174.588666744775,122.477035775163,155.448466216839,156.921347256855,185.962342928227
163.73903402501,152.925954597326,170.289276588309,125.855500233518,139.496059706839
143.768654480121,115.199421388986,176.310257931685,163.724716313702,182.969723568342
134.167776965857,142.525581015312,121.541873423252,155.120295054126,143.684325468432
166.802970751098,153.084866537666,196.816445197377,140.453352488237,185.557353110926
192.248095912487,132.110457896606,167.797762599831,206.116799453955,160.129605729386
177.896310526805,132.385344206011,149.124992944055,142.327263181162,171.827898471503
173.618286157546,157.795632082152,206.093595070287,155.490260249835,153.979173964672
134.39239773846,121.581822890098,228.596322647732,141.98748531861,137.603977986468
180.967696130383,147.40506214447,161.035922804821,168.544420060417,161.929311412977
173.64851402387,137.582318402932,179.521284082166,147.675419289592,157.518081735478
178.684298045879,158.724051917809,146.501618294257,135.794178710921,191.005116757181
197.129188262348,138.092072108429,178.110657875543,187.58136608385,154.149896194729
172.489110472201,173.02077152517,189.024347270553,124.759521041423,171.582445688608
187.55233824324,137.209178322174,178.985567069889,147.424856522854,188.957556618191
144.798764717468,119.017586801603,160.468148398233,124.01741487758,205.16041018723
158.009981381833,106.572956411295,176.494570532214,133.1029581766,155.66744020481
186.156579642391,137.552759229169,171.829014151499,169.227783562474,162.14902171387
178.337102423366,136.357805023079,152.675820007717,155.201908373476,186.993057870424
155.081103095683,133.372607703305,196.024850799419,146.674667963405,157.964370032575
