"","bootstrap1","bootstrap2","bootstrap3","bootstrap4","bootstrap5"
"result.209",196.088193755282,188.894768980791,176.017561349557,133.615761090914,155.436400354252
"result.210",162.68577890504,166.679487675937,208.194448209287,130.318851187217,158.980332829701
"result.211",150.125759717984,162.164328357021,155.07342273259,145.669631068813,195.933512286157
"result.212",149.969595500952,149.050450465243,175.243964710107,157.469182967417,173.393160317709
"result.213",185.940590995578,152.801405022536,146.25644092344,142.40367991533,182.428021496042
"result.214",204.104445747861,174.731535643198,141.537435654346,147.773306065641,174.992191516087
"result.215",182.538458778349,182.366550933512,182.530786739132,199.887642681441,192.644434579299
"result.216",189.680696680137,149.718136256722,148.045517933782,157.453476818285,166.215935675193
"result.217",146.593730024525,123.24550852247,165.997599291031,171.382692372116,173.33532035535
"result.218",178.892528288113,151.744134785555,196.433339939123,186.331401535811,180.405899044308
"result.219",147.516314672605,160.866904031654,195.417724697544,143.205559494165,140.853137952241
"result.220",149.73075582462,140.005635414731,215.172118123235,173.93682614958,153.940304564389
"result.221",183.690128982006,163.557074069912,184.495783468156,149.133921609871,172.403982320088
"result.222",165.476430150866,149.019851056608,179.175020672824,196.772245624708,184.711003924821
"result.223",149.754020083364,205.629935504854,185.256744582483,183.265998962815,153.781619037329
"result.224",140.161732304093,149.08584060979,169.283346998337,193.983517734353,157.971482850664
"result.225",153.235066904968,173.7428950454,152.933095142528,136.376695435125,205.390795483997
"result.226",160.175599499286,157.357636972076,152.700169707554,189.753475139448,167.090499262376
"result.227",148.128014916025,135.268747236867,190.981602448144,126.582013356779,179.632441177727
"result.228",202.194007713151,143.077681912482,173.689500268205,167.239093782291,150.31695636996
"result.229",144.790368872783,153.373042807728,153.395980907204,150.239751609906,153.782498787307
"result.230",182.755461011523,159.427247174656,191.537195871826,177.682772745202,178.122065044027
"result.231",140.420971737635,181.595683878236,167.861406751468,146.979980015971,190.794088457492
"result.232",152.191001710891,166.552205511424,183.933631769318,158.448035598993,149.918546837567
"result.233",187.282874681995,150.493806115926,172.462638862178,159.321707237508,196.029962103423
"result.234",146.797798604447,178.765706429655,190.9554245302,152.161728183931,171.134897692789
"result.235",153.75805640477,112.906365308207,160.816700131502,131.629000981201,194.882724241476
"result.236",180.286676751298,190.822862255466,181.922082039458,175.260026538971,209.060375612106
"result.237",189.994553296712,167.495780403979,155.782904308879,169.978324625355,193.6480723681
"result.238",156.486779858296,152.661446972534,146.505433285618,143.819880222966,229.979813652821
"result.239",147.866607707784,127.250899975519,187.882369972444,172.203527179051,201.805566195884
"result.240",140.141934748421,170.938724916963,196.350663888159,144.165372083855,155.814015505312
"result.241",157.306192070488,149.196212519302,138.481667430004,148.021271820772,172.692220195532
"result.242",186.79948818553,182.606288676749,137.132116387407,153.093967677606,126.81108085329
"result.243",160.675377321788,214.458363727157,193.46313475998,152.496325545935,242.85137878644
"result.244",190.506854965441,141.935267755425,162.8887627633,126.873739093039,191.505705023876
"result.245",221.271446352252,146.049471310123,172.421328635012,165.769458773783,119.058039055374
"result.246",154.05892267516,167.328567106506,195.615927071186,157.146131059966,208.636366160752
"result.247",146.437189120351,172.384754846621,174.423415077524,180.046776015622,203.016440325048
"result.248",183.244014872192,155.457511803641,167.411772943593,161.829854832279,199.773675039911
"result.249",171.427850420538,182.198969387013,153.060335189165,132.260735133856,191.021862588391
"result.250",165.91274091757,169.701834306965,164.783237058054,158.114619992648,153.897783839041
"result.251",157.717119873592,166.289191278068,158.567802981125,169.910440875602,192.773777636381
"result.252",142.902068019142,139.466641241272,188.609519116374,193.383665021577,152.373093993684
"result.253",160.32967073714,155.876788586721,172.164719347153,164.585934189371,168.861520463505
"result.254",174.455239645635,166.534845638924,140.919081590051,110.222343487036,161.183537306659
"result.255",200.094990101428,151.977542008169,160.294289807697,140.239382840913,153.01949895899
"result.256",190.69035161553,173.438683064305,175.748796157709,185.584581103205,177.567180342773
"result.257",162.302713177109,156.195487326346,179.70689978851,141.798451258245,171.269322808725
"result.258",164.049149685363,114.648105329415,179.25495550354,142.529619600577,198.401439722341
"result.259",200.685916719712,130.93902403437,145.467793175208,135.179480099522,161.349189689577
"result.260",181.439956671025,178.233590015322,167.190540705685,138.690753274707,171.608231403513
"result.261",162.430777314199,184.866202110156,163.050964786636,162.845922887429,130.311284500012
"result.262",149.166735600971,193.438829288608,161.766760747882,173.172266833468,176.1299414051
"result.263",176.112338109893,123.440892193544,176.27458653388,159.093912176541,178.495355649958
"result.264",177.07902440152,141.026494495637,180.493590374818,138.864444023658,187.482097112589
"result.265",170.135462370028,114.401149200233,169.99166195788,152.067343247287,198.327126531401
"result.266",188.346976363163,122.496360039126,164.12167599212,166.01477657585,223.939557682382
"result.267",142.617267340988,154.436516544635,161.693067301405,138.336428027286,152.109945040056
"result.268",200.729967271152,153.379974070566,159.914414529052,137.39522442805,168.757683382543
"result.269",177.216571292956,146.693241379409,201.682249758599,162.265078473387,216.294284180861
"result.270",171.074808365758,157.90895743179,182.859062233351,145.722754126703,186.493822405097
"result.271",175.275907663429,174.621728328079,148.861442634623,173.647789521225,196.937304499476
"result.272",165.973016980059,124.171078217368,173.701297050872,166.773744958816,179.485017973408
"result.273",142.441530084632,140.535258873302,208.065191639684,173.552398826649,172.927558688701
"result.274",145.566397650697,121.136844454103,156.036359925714,169.412660348507,195.12565792705
"result.275",134.599850931641,161.368159676777,169.797187850961,157.800295190662,127.777240083184
"result.276",169.487845204413,153.843095659462,142.563797655029,139.305211858317,169.42416082942
"result.277",156.447573911659,147.056915752763,138.739547575479,156.390952856699,187.118679864419
"result.278",156.752972348045,167.236408434238,175.769711066612,133.244491999964,172.385238280431
"result.279",160.760831237604,174.046948978658,156.458913219335,167.641197751556,173.215221536296
"result.280",172.065147930554,156.037904571638,166.51790909921,137.516750549573,163.158227963229
"result.281",175.407166692254,161.742752078265,154.080360400438,182.036891786887,158.917446179737
"result.282",157.933916650914,179.737073516898,211.37925928686,134.262216637662,169.446223715461
"result.283",154.820444455954,181.897886718352,170.76472039296,174.583464199541,216.21135469982
"result.284",164.662370663501,175.584972236792,198.96256832468,159.954109096038,181.37771629552
"result.285",168.097997598083,156.875736477939,214.128430659505,168.676784371132,172.1445122441
"result.286",169.181293640529,200.327843681194,177.332158674825,179.578792181802,159.262406611077
"result.287",146.4929419204,136.737452142825,123.799331715643,174.593836508252,169.404058029944
"result.288",144.098155487471,160.860985108808,193.53927514969,188.156019928378,156.735285869563
"result.289",163.301890087644,173.475416766719,174.425612689292,156.810508135749,161.538141880608
"result.290",137.895154751825,150.695468616972,175.018018515807,143.383809780528,180.158904773381
"result.291",209.91507273631,168.045643203195,162.180456108917,176.463594163071,149.281412148202
"result.292",161.625839532254,187.703314107917,197.772017930879,166.792502722826,136.743230333908
"result.293",177.611861555242,138.527322951836,188.00326027209,197.845666657746,137.106592419641
"result.294",144.703084463241,130.870060698972,135.901202380744,174.676244814534,149.917611028211
"result.295",135.304202997284,168.979613544962,190.891318500748,167.265769401659,171.925906692143
"result.296",163.282228046432,188.93915294144,190.716736111521,180.855409666401,167.226595681674
"result.297",163.805654767484,188.194542720051,168.472635486984,171.243070247418,190.083409059775
"result.298",207.542877653637,150.194083236629,195.28514456478,177.931336036646,194.304108616111
"result.299",159.891338570497,185.241270840065,141.358101106316,162.37335826981,150.848555862756
"result.300",154.781602082689,150.579148427077,173.489018866471,153.762331392043,169.518009164887
"result.301",190.69600122362,163.665923279583,147.880257432073,120.277970620928,161.697946960468
"result.302",147.765108342385,139.627240966441,162.652274633402,203.611146253593,173.929674005854
"result.303",171.061849520377,134.152549483091,145.893814157547,144.094729352174,137.675621009357
"result.304",161.739202088606,161.760455411561,158.7333293018,146.566934977965,172.094877987156
"result.305",167.37204583675,166.692712083166,177.19347079894,172.00509893744,172.442865983283
"result.306",166.108800478956,141.194218545949,167.625648108992,174.796463756262,160.818396746072
"result.307",161.11664825419,160.276344592992,157.615649969982,128.648833759319,168.492926115663
"result.308",152.249460970539,153.792965593607,131.496671046705,167.094380679028,203.364188191043
"result.309",165.054898313176,201.008143143464,196.56670985854,148.120500949739,182.21304886212
"result.310",165.828724790626,124.588458149772,149.692794827036,157.760281517232,170.046746760316
"result.311",233.341594402595,166.222330171651,158.724257501159,170.177796931697,163.953676928604
"result.312",174.610495668906,130.785617498455,170.803249496042,173.146241626206,189.539383654018
"result.313",144.401919720249,161.265419398218,193.951781839814,125.462954295736,199.098636457076
"result.314",186.680941618928,179.65107763677,197.981950759451,129.329924292162,160.999576547974
"result.315",141.715797636705,170.410569310886,138.755206492658,203.204075433494,167.681658142996
"result.316",213.596514956064,172.287099729342,137.376694769726,157.541589041605,176.156616928718
"result.317",153.515005693943,139.626623582356,167.685874964232,171.210706843504,179.713544053827
"result.318",153.941760695782,218.631366883366,154.127657581412,168.684090070305,180.334639554618
"result.319",130.627742360336,136.418281424797,156.03975064768,200.701253253836,176.259411173475
"result.320",178.339183805169,143.83142957595,156.400139636792,152.442154854862,179.869763566185
"result.321",154.085571817373,168.228048468817,152.527728024281,151.309971561276,145.268003874748
"result.322",160.672781551864,150.641682483022,174.294411222333,165.660824053115,168.00977975887
"result.323",188.881840322868,146.69260357157,120.469081290726,178.84486665135,178.191322037394
"result.324",151.23345102318,156.839664050932,184.666847808659,175.660875575414,173.67313760959
"result.325",160.144354972006,150.168333406992,171.433659920473,163.957494415697,179.116544789025
"result.326",157.712303077156,152.017870443549,150.992861132259,164.89464809844,190.955835646166
"result.327",161.389908935773,160.444631640576,155.839285207411,146.485397094798,143.638645059422
"result.328",163.080055452135,135.941666492135,140.306674414707,135.945275147026,169.931034067065
"result.329",200.760527371854,182.674571219713,177.086105277489,141.879450595645,190.817165204484
"result.330",157.210141696194,126.127484662709,143.142339500074,152.983378897525,131.67791510294
"result.331",147.114843211111,149.573018252982,178.904951521867,157.426726791091,186.912175555523
"result.332",182.26421996099,173.919822990455,197.193085791832,155.002797109639,219.442675491175
"result.333",147.130792291022,174.152269351212,179.46908187226,159.538310600873,147.902151380321
"result.334",163.779363617994,151.500504164152,151.849722567154,160.276485437148,166.782714326774
"result.335",179.491322344801,152.978061788997,155.316404652117,176.223530224311,157.553048987093
"result.336",151.076781744669,180.138794550098,153.664655095434,150.1264825267,181.164419838232
"result.337",226.139690820715,162.709957086852,168.762192317304,158.590334830552,182.923520518044
"result.338",163.427331871464,187.918893578335,176.649139693608,125.569845350684,172.240928692958
"result.339",165.802389974909,184.576374753765,170.773841249481,142.275241671876,189.771057664733
"result.340",163.736959210864,117.00589782312,180.868650265315,147.445369052551,172.069741907405
"result.341",185.095853164381,175.25937943289,188.36433698044,178.100413858745,155.911376168834
"result.342",171.17109268662,142.578399122415,165.302563069854,166.254476309233,137.397132043969
"result.343",148.260995667659,150.600812380737,167.590216850073,126.363810687735,153.617167400024
"result.344",191.635206682813,160.475140163949,172.759004930385,192.797364685326,159.236856743227
"result.345",165.971763452667,192.062195914328,154.432742145868,141.964877287497,180.039660978301
